Number,E-Word,S-Word,Val-Mn-All,Val-Sd-All,Aro-Mn-All,Aro-Sd-All,Dom-Mn-All,Dom-Sd-All,Nlett,Nsyll ,GClass,Freq ,Neigh,Fam ,Con ,Imag 
722,derelict,abandonado,1.68,1.00,5.88,2.21,3.11,2.03,10,5,V/A,27.86,1,UnAv,UnAv,UnAv
583,bees,abejas,3.18,1.85,6.59,2.05,3.42,2.32,6,3,N,0,0,UnAv,UnAv,UnAv
622,abortion,aborto,2.80,2.13,6.07,1.87,4.17,2.37,6,3,N,10,1,5.26,5.47,4.83
975,scorching,abrasador,2.46,1.58,6.00,2.16,4.00,2.19,9,4,A,0.71,0,UnAv,UnAv,UnAv
218,hug,abrazo,8.13,1.34,5.70,2.57,6.12,2.16,6,3,N,15.71,0,5.41,5.9,6.2
300,overwhelmed,abrumado,2.90,1.81,5.36,2.14,3.84,2.17,8,4,V/A,0,0,UnAv,UnAv,UnAv
623,absurd,absurdo,3.80,1.88,4.90,1.81,4.44,1.65,7,3,A/N,32.68,1,5.28,2.65,2.54
624,abundance,abundancia,6.80,1.75,5.40,2.21,5.68,1.80,10,4,N,12.86,0,5.43,3.38,4.67
48,bored,aburrido,2.33,1.68,2.90,1.94,4.78,2.24,8,4,V/A,12.86,1,UnAv,UnAv,UnAv
2,accident,accidente,1.32,0.82,7.58,1.83,2.62,2.29,9,4,N,34.82,1,6.35,4.59,5.86
989,sour,ácido,3.41,2.04,5.57,1.73,4.29,1.92,5,3,A/N,20.89,1,5.38,5.2,5.1
88,cozy,acogedor,7.64,1.47,4.37,2.62,6.08,2.16,8,4,A,2.32,0,UnAv,UnAv,UnAv
740,event,acontecimiento,5.99,1.69,5.81,1.99,5.01,1.65,14,5,N,20.6,0,5.33,2.39,3.47
948,pungent,acre,4.23,1.57,4.19,1.65,4.50,1.84,4,2,N,1.61,4,UnAv,UnAv,UnAv
4,activate,activar,6.00,1.41,6.50,1.95,5.82,1.73,7,3,V,2.14,0,UnAv,UnAv,UnAv
631,agreement,acuerdo,7.24,1.86,4.83,2.20,6.22,1.93,7,3,N,193.04,0,5.71,3.61,3.71
404,snuggle,acurrucarse,6.98,2.09,4.28,2.43,6.01,2.06,11,5,V,0.54,0,UnAv,UnAv,UnAv
581,addict,adicto,2.41,1.73,5.77,2.06,3.28,2.33,6,3,A/N,3.39,2,UnAv,UnAv,UnAv
488,wealthy,adinerado,6.21,1.71,5.58,1.92,5.69,2.14,9,5,A,0.36,1,UnAv,UnAv,UnAv
5,admired,admirado,7.33,1.50,6.53,1.96,5.48,2.18,8,4,V/A,0,0,UnAv,UnAv,UnAv
6,adorable,adorable,7.48,1.41,5.24,2.38,5.76,1.92,8,4,A,3.57,0,UnAv,UnAv,UnAv
546,adult,adulto,5.68,1.36,4.90,1.81,5.16,2.11,6,3,N,17.68,2,6.51,5.2,5.71
808,impair,afectar,3.48,1.90,5.61,2.00,3.77,1.97,7,3,V,9.29,1,6.08,3.58,3.16
7,affection,afecto,8.10,1.28,6.19,2.22,5.83,2.39,6,3,N,19.82,2,5.41,4.24,4.49
381,secure,afianzar,5.93,1.69,5.46,1.75,5.66,1.90,8,3,V,1.79,0,UnAv,UnAv,UnAv
127,distressed,afligido,1.96,1.31,4.41,2.31,3.93,2.10,8,4,V,0,0,UnAv,UnAv,UnAv
266,lucky,afortunado,7.71,1.50,6.26,2.01,5.28,2.53,10,5,A,5.71,1,UnAv,UnAv,UnAv
22,agility,agilidad,6.73,1.59,5.97,2.06,5.82,1.88,8,4,N,5.89,0,5.95,4.01,4.49
55,burdened,agobiado,2.06,1.49,6.73,2.33,3.48,2.18,8,4,V/A,2.14,1,UnAv,UnAv,UnAv
10,agony,agonía,1.74,1.10,6.20,2.38,2.94,2.25,6,4,N,11.25,1,3.57,3.9,4.69
193,grateful,agradecido,7.84,1.20,5.50,2.16,5.79,1.91,10,5,V,7.68,1,UnAv,UnAv,UnAv
27,assault,agresión,1.67,1.22,6.88,2.02,3.72,2.42,8,4,N,16.61,1,5.02,4.73,4.93
9,aggressive,agresivo,1.96,1.23,6.94,1.82,3.69,2.31,8,4,A,8.57,1,UnAv,UnAv,UnAv
486,water,agua,7.47,1.59,4.80,2.60,5.72,2.11,4,2,N,295.36,2,6.8,5.9,6.37
983,slush,aguanieve,5.11,1.97,4.79,1.97,4.21,1.97,9,4,N,0.54,0,UnAv,UnAv,UnAv
897,needle,aguja,3.18,1.74,5.66,2.23,4.43,2.14,5,3,N,8.93,1,6,5.89,5.92
591,drown,ahogarse,1.32,0.93,7.61,1.92,2.41,2.12,8,4,V,0,0,UnAv,UnAv,UnAv
969,save,ahorrar,6.40,1.85,4.94,1.93,6.09,2.35,7,3,V,6.79,1,5.82,4.9,4.11
632,air,aire,6.83,2.14,4.19,2.43,4.60,2.64,4,2,N,209.64,2,6.69,4.9,3.94
715,dawn,alba,7.48,1.54,4.18,2.69,4.46,2.75,4,2,N,17.5,8,3.97,4.98,4.07
582,alcoholic,alcohólico,2.01,1.58,5.70,2.31,3.51,2.52,10,5,A/N,2.5,1,UnAv,UnAv,UnAv
872,merry,alegre,8.41,0.97,7.66,1.65,6.37,2.17,6,3,A,28.75,2,UnAv,UnAv,UnAv
636,allergy,alergia,4.01,2.92,5.84,2.11,4.11,2.31,7,3,N,2.86,0,5.33,4.85,5.54
11,alert,alerta,3.69,1.69,7.58,1.58,4.17,2.39,6,3,N,11.79,0,4.06,3.96,4.35
315,pillow,almohada,6.79,2.04,3.10,2.13,6.29,2.35,8,4,N,9.82,0,6.03,5.88,6.58
246,kindness,amabilidad,8.22,0.86,5.26,2.29,6.24,1.74,10,5,N,5.36,1,5.58,3.8,4.54
245,kind,amable,7.81,1.20,4.92,2.34,6.22,2.11,6,3,A,22.68,1,UnAv,UnAv,UnAv
264,loved,amado,7.99,1.46,6.43,2.67,5.79,2.35,5,3,V,13.39,8,UnAv,UnAv,UnAv
420,sunrise,amanecer,8.01,1.03,4.08,2.64,4.50,2.86,8,4,N,17.68,0,6.51,5.71,6.02
545,yellow,amarillo,5.67,1.77,4.84,2.16,5.17,1.67,8,4,A,25,1,UnAv,UnAv,UnAv
14,ambition,ambición,5.01,1.99,6.42,1.66,5.60,2.16,8,4,N,11.96,1,5.46,3.55,3.5
15,ambulance,ambulancia,2.34,1.68,7.44,1.48,3.58,2.24,10,4,N,6.61,0,UnAv,UnAv,UnAv
275,menace,amenaza,1.99,1.49,7.10,1.80,2.86,1.88,7,4,N,47.86,0,5.52,4.56,4.27
175,friendly,amigable,8.14,0.89,5.08,2.48,6.24,1.98,8,4,A,0.18,0,UnAv,UnAv,UnAv
174,friend,amigo,8.41,1.07,6.73,2.31,6.04,2.04,5,3,N,158.39,2,6.73,4.95,6.16
263,love,amor,8.50,1.30,7.46,2.40,4.86,2.87,4,2,N,267.5,4,6.36,2.48,4.87
661,blister,ampolla,2.54,1.55,4.99,1.89,4.33,2.02,7,3,N,0.18,0,UnAv,UnAv,UnAv
16,angel,ángel,6.87,1.88,4.86,1.99,4.49,2.34,5,2,N,17.68,1,5.81,4.69,5.48
19,anguished,angustiado,1.67,1.08,5.89,2.61,3.33,2.13,10,4,A/V,4.29,1,UnAv,UnAv,UnAv
508,desire,anhelo,4.42,2.30,5.27,2.15,4.39,2.02,6,3,N,7.32,0,4.5,2.82,3.79
69,cheer,ánimo,7.36,1.81,6.72,1.82,6.19,2.18,5,3,N,53.04,1,6.36,2.91,4.01
21,anxious,ansioso,3.63,2.32,7.70,1.58,3.14,2.04,7,3,A,5.18,1,UnAv,UnAv,UnAv
93,crushed,aplastado,2.28,1.53,5.59,2.55,3.21,1.87,9,4,V,0,0,UnAv,UnAv,UnAv
640,applause,aplausos,7.67,1.49,7.39,1.58,6.36,2.47,8,3,N,0,0,UnAv,UnAv,UnAv
252,learn,aprender,7.13,1.40,6.00,2.17,6.33,1.90,8,3,V,30.18,0,6.64,4.53,4.36
625,acceptance,aprobación,7.11,1.76,5.94,2.24,5.81,2.14,10,5,N,12.32,1,4.1,3.31,UnAv
782,hardship,apuros,2.61,1.44,6.86,1.81,3.68,2.15,6,3,N,0,0,UnAv,UnAv,UnAv
610,spider,araña,3.07,2.07,6.40,1.89,4.02,2.14,5,3,N,6.96,2,5.53,5.86,6.18
450,tree,árbol,6.53,1.68,4.18,2.01,5.07,2.01,5,2,N,35,1,6.67,5.87,6.27
343,rainbow,arco-iris,7.39,1.58,4.81,2.53,3.73,2.40,8,3,N,0,0,UnAv,UnAv,UnAv
489,weapon,arma,1.81,1.33,6.26,2.44,2.90,2.19,4,2,N,34.82,8,5.83,5,6.14
675,cabinet,armario,5.10,1.35,4.31,1.57,5.16,1.59,7,3,N,21.43,1,6.41,6.08,6.26
351,repentant,arrepentido,4.50,2.39,5.14,2.15,4.93,2.25,11,5,V/A,0,1,UnAv,UnAv,UnAv
25,arrogant,arrogante,2.07,1.17,5.83,1.83,4.14,1.80,9,4,A,6.07,0,UnAv,UnAv,UnAv
643,art,arte,7.09,1.59,5.31,2.20,4.92,1.80,4,2,N,114.46,4,6.25,3.03,4.59
626,ace,as,6.41,2.21,5.51,2.28,5.17,2.27,2,1,N,0,0,UnAv,UnAv,UnAv
738,elevator,ascensor,4.99,1.80,4.71,1.63,4.73,1.90,8,3,N,20.54,0,7,6.38,5.97
141,embattled,asediado,2.40,1.42,6.18,1.79,3.51,1.92,8,4,V/A,0,0,UnAv,UnAv,UnAv
26,assassin,asesinar,1.18,0.55,7.44,2.15,2.72,2.46,8,4,V,4.64,0,UnAv,UnAv,UnAv
244,killer,asesino,1.23,0.52,7.49,2.13,2.16,1.86,7,4,N,20.89,1,4.75,6.15,4.65
418,suffocate,asfixiarse,1.48,1.07,7.80,1.68,2.33,1.88,10,4,V,0,0,UnAv,UnAv,UnAv
380,seat,asiento,5.70,1.49,4.00,1.79,5.77,1.74,7,3,N,41.61,1,6.4,5.56,6
28,astonished,asombrado,5.52,1.82,5.96,1.72,4.26,1.83,9,4,A,0,0,UnAv,UnAv,UnAv
966,rough,áspero,3.27,1.81,4.53,1.79,4.39,2.14,6,3,A,6.43,1,UnAv,UnAv,UnAv
124,disgusted,asqueado,1.81,1.24,5.58,2.32,4.32,2.19,8,4,A,0,0,UnAv,UnAv,UnAv
895,nasty,asqueroso,1.86,1.12,6.13,1.87,4.12,1.89,9,4,A/N,3.39,1,UnAv,UnAv,UnAv
501,astronaut,astronauta,5.67,1.48,5.38,1.73,3.93,1.78,10,4,N,4.29,0,5.72,6.38,6.28
604,scared,asustado,2.54,1.54,6.56,2.26,3.12,1.90,8,4,A,0,1,UnAv,UnAv,UnAv
76,coffin,ataúd,1.63,1.28,6.06,2.49,2.81,2.14,5,3,N,5.54,1,5.51,6.23,5.35
432,terrified,aterrorizado,1.96,1.41,6.79,2.55,2.64,2.25,12,6,A,0,0,UnAv,UnAv,UnAv
933,penthouse,ático,6.74,1.56,5.00,2.17,4.99,2.23,5,3,N,1.79,2,UnAv,UnAv,UnAv
964,robber,atracador,2.02,1.62,7.32,1.83,2.34,1.58,9,4,N,0.36,0,UnAv,UnAv,UnAv
45,bold,atrevido,6.51,1.81,6.71,1.76,5.38,2.07,8,4,V/A,10,1,UnAv,UnAv,UnAv
921,outrage,atrocidad,1.74,1.27,6.68,1.72,3.22,2.10,9,4,N,1.43,0,UnAv,UnAv,UnAv
716,daylight,aurora,7.29,1.66,4.92,2.38,4.87,2.43,6,3,N,5.18,1,3.8,4.95,4.41
541,bus,autobús,4.51,1.49,5.00,2.00,4.43,1.97,7,3,N,19.64,1,6.63,6.65,6.3
645,avalanche,avalancha,2.46,1.37,7.20,1.71,2.48,1.59,9,4,N,6.61,0,5.25,4.64,5.61
769,greed,avaricia,2.44,1.79,5.54,1.94,4.14,1.88,8,4,N,2.86,0,4.64,4.67,3.81
646,avenue,avenida,4.86,1.70,5.01,1.92,4.16,2.02,7,4,N,13.75,1,5.59,5.46,5.35
630,adventure,aventura,7.76,1.26,7.62,1.55,5.48,2.65,8,4,N,39.82,0,6,3.61,4.68
386,shamed,avergonzado,2.51,1.50,5.59,2.19,3.44,1.91,11,5,V/A,6.25,1,UnAv,UnAv,UnAv
539,plane,avión,6.13,1.94,6.07,1.90,4.96,2.36,5,3,N,50.36,1,6.26,6.2,5.83
484,wasp,avispa,2.54,1.86,7.01,2.00,3.12,2.10,6,3,N,0.36,0,UnAv,UnAv,UnAv
1002,sugar,azúcar,6.68,1.87,5.59,1.92,5.67,2.02,6,3,N,26.07,1,6.63,6.44,6.5
544,blue,azul,7.01,1.95,3.99,2.25,5.39,1.98,4,2,A,73.39,0,UnAv,UnAv,UnAv
507,dancer,bailarín,7.14,1.77,6.52,2.29,5.43,2.38,8,3,N,6.07,1,4.47,5.83,5.79
673,bullet,bala,2.01,1.50,7.18,1.83,3.59,2.50,4,2,N,11.61,19,5.52,5.6,5.61
32,bankrupt,bancarrota,1.63,1.09,6.11,2.61,2.69,1.95,10,4,N,1.61,0,UnAv,UnAv,UnAv
655,bench,banco,5.14,1.83,4.38,1.83,5.09,1.95,5,2,N,46.96,6,6.35,4.3,5.68
753,flag,bandera,4.92,1.80,4.36,1.92,5.04,1.85,7,3,N,34.46,1,4.74,6.61,6.06
652,bathtub,bañera,6.76,1.69,3.66,2.10,5.94,1.97,6,3,N,6.61,1,6.6,6.22,6.67
502,bath,baño,7.21,1.52,4.08,2.55,6.59,2.09,4,2,N,49.11,5,6.29,5.21,6.35
650,bar,bar,6.53,1.74,6.02,1.56,5.32,2.00,3,1,N,53.21,9,6.3,5.92,6.63
388,ship,barco,6.00,1.79,5.08,1.97,5.02,1.99,5,2,N,47.68,8,5.33,5.97,6.16
651,barrel,barril,4.73,1.71,4.12,1.85,4.90,1.95,6,2,N,2.14,3,UnAv,UnAv,UnAv
33,bastard,bastardo,2.89,1.65,5.30,1.79,4.20,2.06,8,3,A,3.21,1,3.28,4.86,3.1
690,coarse,basto,3.07,1.82,4.57,2.05,4.66,1.96,5,2,A/N,1.07,9,UnAv,UnAv,UnAv
677,cane,bastón,3.83,1.78,4.09,2.05,5.19,2.31,6,2,N,11.79,1,5.37,6.13,6.59
615,trash,basura,2.06,1.50,4.31,2.15,4.42,2.24,6,3,N,21.61,1,6.35,6,UnAv
31,baby,bebé,7.60,1.88,5.54,2.35,5.31,2.21,4,2,N,16.96,2,6.04,6.15,6.81
657,beverage,bebida,6.26,1.95,5.62,2.32,5.39,2.41,6,3,N,12.14,2,6.5,4.22,5.64
35,beauty,belleza,7.47,1.54,5.76,2.10,5.13,2.07,7,3,N,72.68,0,6.08,3.08,4.38
42,bless,bendecir,5.70,2.24,4.37,2.15,4.80,2.64,8,3,V,1.07,0,UnAv,UnAv,UnAv
248,kiss,beso,8.43,1.06,7.71,1.64,6.16,2.45,4,2,N,29.46,6,7,5.21,6.31
653,beast,bestia,2.80,2.05,6.88,1.91,2.87,2.01,6,2,N,14.11,0,6.21,4.27,5.81
542,white,blanco,6.10,1.68,3.99,2.23,5.50,1.95,6,2,A/N,116.25,3,6.19,4.93,5.62
659,blasphemy,blasfemia,2.79,1.73,5.57,1.90,4.40,2.01,9,3,N,5.89,0,4.18,4.72,2.97
491,wedding,boda,6.87,1.78,5.91,1.99,5.64,2.06,4,2,N,22.86,14,UnAv,UnAv,UnAv
681,cellar,bodega,5.23,1.80,4.54,1.91,5.18,1.80,6,3,N,7.68,0,6.01,5.64,5.8
396,slap,bofetada,2.06,1.59,7.16,1.69,4.67,2.54,8,4,N,4.82,0,UnAv,UnAv,UnAv
46,bomb,bomba,1.42,1.02,7.79,1.87,2.22,2.25,5,2,N,26.25,4,5.23,5.07,5.78
566,lightbulb,bombilla,5.29,1.16,4.59,1.84,5.81,1.75,8,3,N,5.36,0,6.77,6.31,6.1
666,bottle,botella,5.10,1.49,4.68,1.85,5.44,1.87,7,3,N,31.61,0,6.34,5.91,6.68
585,boxer,boxeador,3.62,1.86,5.02,2.18,3.90,1.99,8,4,N,3.04,0,UnAv,UnAv,UnAv
642,arm,brazo,5.37,1.17,4.83,1.70,5.58,1.69,5,2,N,71.79,4,6.64,5.91,6
671,bright,brillante,7.03,1.49,5.74,1.84,5.61,1.98,9,3,A,38.75,0,5.22,4.31,5.07
1040,zest,brío,5.78,2.14,5.77,2.24,5.32,2.08,4,2,N,4.46,1,UnAv,UnAv,UnAv
669,breeze,brisa,7.31,1.58,4.51,2.55,4.99,2.47,5,2,N,18.21,4,5.72,4.85,5.19
53,brutal,brutal,1.90,1.49,6.68,2.05,3.90,2.32,6,2,A,14.46,1,UnAv,UnAv,UnAv
510,diver,buceador,5.52,1.81,5.22,2.10,4.83,2.05,8,4,N,0.36,0,UnAv,UnAv,UnAv
766,good,bueno,7.92,1.20,4.87,2.64,6.53,1.96,5,2,A,202.86,2,UnAv,UnAv,UnAv
522,owl,búho,5.92,1.75,4.59,2.10,4.22,2.06,4,2,N,4.46,1,5.15,6.25,6.06
854,lump,bulto,3.10,1.69,5.29,2.19,3.71,1.89,5,2,N,13.39,3,4.79,3.83,4.68
360,ridicule,burla,2.20,1.35,6.21,2.15,3.94,2.12,5,2,N,10.54,4,6.48,3.3,4.21
214,horse,caballo,6.36,2.04,5.66,2.17,4.78,2.02,7,3,N,63.21,2,5.65,6.21,6.61
698,cord,cable,4.53,1.42,4.40,1.77,5.17,1.84,5,2,N,13.93,3,5.49,5.83,5.72
336,puppy,cachorro,7.21,2.11,5.69,2.32,5.86,1.90,8,3,N,3.21,2,5.52,5.1,6.42
86,corpse,cadáver,1.41,0.75,6.87,2.18,2.54,1.85,7,3,N,38.39,1,3.95,6.45,5.73
743,fall,caída,2.26,1.28,6.17,2.01,3.42,2.26,5,3,N,45.36,1,6.45,4.27,5.81
950,quality,calidad,6.78,1.73,5.02,1.88,5.68,1.92,7,3,N,75,2,5.22,3.25,3.55
339,quiet,callado,4.03,1.87,3.57,1.90,4.76,2.18,7,3,V/A,10.71,9,UnAv,UnAv,UnAv
412,street,calle,5.53,1.63,5.43,2.02,5.24,1.79,5,2,N,239.29,5,6.8,5.86,5.91
637,alley,callejón,3.46,1.92,5.58,2.11,4.03,2.07,8,3,N,6.61,1,5.9,6.35,5.81
988,soothe,calmar,6.60,1.85,3.56,2.31,5.80,1.97,6,2,V,3.21,4,UnAv,UnAv,UnAv
483,warmth,calor,5.92,2.10,5.66,2.15,4.44,2.19,5,2,N,82.14,3,6.66,3.73,5.68
549,bed,cama,7.71,1.42,4.57,2.96,6.02,2.44,4,2,N,136.43,20,6.41,6.07,7
577,truck,camión,4.67,1.37,4.56,1.71,4.87,1.62,6,3,N,21.43,1,6.26,6.53,6.52
682,champ,campeón,7.29,1.82,6.84,2.09,6.09,2.37,7,3,N,27.86,1,6.22,4.65,5
558,field,campo,7.23,1.58,4.18,2.56,5.97,2.21,5,2,N,184.64,2,6.33,4.6,5.94
60,cancer,cáncer,1.23,0.91,6.18,2.85,1.91,1.84,6,2,N,68.75,1,6.3,5.21,4.55
987,song,canción,8.01,1.19,6.61,2.49,6.44,2.04,7,3,N,31.25,1,6.36,5.01,5.33
490,weary,cansado,2.47,1.22,2.58,1.79,4.17,2.05,7,3,V/A,23.21,3,UnAv,UnAv,UnAv
678,cannon,cañón,2.74,1.65,6.04,2.09,3.51,2.22,5,2,N,11.96,0,4.41,5.56,5.58
684,chaos,caos,2.00,1.67,7.02,2.03,2.60,2.10,4,2,N,18.21,0,4.49,3.47,4.86
62,capable,capaz,7.52,1.08,5.92,2.34,6.70,1.84,5,2,A,161.79,3,UnAv,UnAv,UnAv
516,infatuation,capricho,5.92,2.28,6.21,1.72,5.42,2.23,8,3,N,12.5,0,6.04,3.25,4.24
556,face,cara,6.02,1.54,5.11,1.73,5.03,1.99,4,2,N,223.39,21,6.91,4.78,6.25
61,candy,caramelo,7.33,1.32,4.41,2.23,6.11,1.90,8,4,N,2.86,0,UnAv,UnAv,UnAv
236,jail,cárcel,1.87,1.22,5.18,2.22,3.41,2.33,6,2,N,51.43,2,5.7,5.77,5.72
64,caress,caricia,8.27,0.92,6.04,2.82,6.68,1.81,7,3,N,6.79,0,5.77,5.35,5.2
94,cuddle,cariñoso,8.41,0.86,6.21,2.61,6.09,2.04,8,4,A,5.18,1,UnAv,UnAv,UnAv
562,highway,carretera,5.00,1.95,5.60,1.84,4.82,1.99,9,4,N,42.32,1,6.29,5.99,6.2
1029,wagon,carro,4.53,1.42,4.18,1.70,5.26,1.67,5,2,N,19.82,11,5.41,5.54,5.96
679,carcass,carroña,2.08,1.48,5.09,2.01,4.52,1.89,7,3,N,2.68,2,4.57,4.4,4.05
846,letter,carta,6.79,1.73,5.99,2.20,5.72,1.93,5,2,N,84.29,14,6.56,5.67,6.02
563,house,casa,7.03,1.79,4.69,2.42,6.12,2.35,4,2,N,629.82,23,6.7,5.56,6.46
487,waterfall,cascada,7.20,1.77,5.20,2.52,4.68,2.43,7,3,N,8.75,2,5.23,6.16,6.25
680,casino,casino,4.84,2.09,4.80,2.35,4.30,2.31,6,3,N,6.79,2,3.89,6.09,5.42
87,cottage,casita,6.69,1.71,4.50,2.07,5.84,1.76,6,3,N,0,5,UnAv,UnAv,UnAv
335,punishment,castigo,1.87,1.10,6.41,1.97,3.72,2.28,7,3,N,22.86,1,6.17,4.46,4.63
237,jealousy,celos,2.27,1.56,6.87,2.33,3.10,2.11,5,2,N,0,0,UnAv,UnAv,UnAv
587,cell,célula,4.91,1.65,4.39,1.85,4.37,2.02,6,3,N,36.79,1,6.28,5.59,4.44
65,cemetery,cementerio,2.06,1.62,5.01,2.59,3.19,2.48,10,4,N,21.07,0,6.01,6.27,6.4
509,dinner,cena,6.58,1.79,5.14,2.20,5.81,2.02,4,2,N,37.14,15,6.68,6.19,6.31
937,pig,cerdo,3.71,1.90,4.67,1.93,4.52,1.89,5,2,N/A,13.93,5,6.24,5.36,5.78
841,lawn,césped,6.31,1.56,4.03,1.97,5.81,1.91,6,2,N,13.21,1,5.67,5.89,6.55
547,basket,cesta,5.18,1.65,3.79,1.78,5.82,1.89,5,2,N,6.79,7,5.76,5.82,6.13
1026,vest,chaleco,4.92,1.27,4.30,1.40,5.36,1.82,7,3,N,13.39,0,6.15,5.95,6.46
567,mushroom,champiñón,4.88,1.92,4.23,1.98,5.11,2.04,9,3,N,0.54,0,UnAv,UnAv,UnAv
40,blackmail,chantaje,2.13,1.68,5.92,2.33,3.76,2.24,8,3,N,4.11,0,UnAv,UnAv,UnAv
185,girl,chica,5.97,1.76,4.92,1.89,5.10,1.54,5,2,N,75.71,6,6.51,5.51,6.48
50,boy,chico,7.13,1.62,6.54,1.76,5.42,1.92,5,2,N,63.39,7,6.31,5.42,6.85
857,madman,chiflado,4.03,2.09,5.59,1.89,3.31,2.00,8,3,A/N,0.89,2,UnAv,UnAv,UnAv
980,shriek,chillido,2.78,1.75,6.78,1.92,4.58,2.15,8,3,N,2.14,1,5.27,5.49,5.16
826,joke,chiste,7.20,1.52,5.97,2.16,5.59,2.16,6,2,N,10.89,1,6.4,4.94,4.75
505,chocolate,chocolate,7.72,1.54,6.10,2.33,5.84,2.41,9,4,N,14.82,0,6.67,6.09,6.62
89,crash,choque,2.01,1.14,6.93,1.89,3.14,1.99,6,2,N,15,2,5.9,4.86,5.14
973,scar,cicatriz,3.01,1.96,5.01,2.33,3.88,2.28,8,3,N,5.89,0,5.06,5.72,5.94
98,cyclone,ciclón,2.13,1.45,6.34,2.20,2.04,1.80,6,2,N,13.39,1,3.43,5.53,4.64
43,blind,ciego,2.41,1.80,5.21,1.91,3.24,2.06,5,2,A/N,30.89,6,5.97,5.66,5.62
205,heaven,cielo,7.56,1.48,4.56,2.42,4.48,2.64,5,2,N,110.71,5,6.26,5.12,6.27
363,roach,ciempiés,4.12,2.08,4.88,2.04,4.26,1.92,8,2,N,0.54,1,UnAv,UnAv,UnAv
400,slime,cieno,3.77,1.57,4.51,1.44,4.22,1.60,5,2,N,0.54,2,UnAv,UnAv,UnAv
72,circus,circo,6.20,1.82,5.56,2.13,4.72,2.05,5,2,N,14.82,5,6.14,5.14,6.54
687,circle,círculo,4.82,1.47,4.20,1.66,4.92,1.69,7,3,N,26.43,1,6.01,5.49,5.47
612,surgery,cirugía,3.08,1.96,5.70,2.13,3.68,2.28,7,4,N,13.21,1,5.79,5.39,5.63
73,city,ciudad,5.66,1.67,5.97,1.67,4.56,2.02,6,2,N,271.07,0,6.56,5.3,6.19
703,coward,cobarde,2.56,1.39,5.49,1.98,4.10,2.18,7,3,A/N,6.79,0,4.51,3.91,3.85
551,car,coche,6.67,1.72,5.83,2.03,4.93,2.33,5,2,N,122.86,3,6.59,5.52,6.47
709,cuisine,cocina,5.71,2.00,4.93,1.94,5.61,2.00,6,3,N,65.18,4,6.35,6.02,6.01
697,cook,cocinero,5.99,1.56,5.11,2.05,5.38,1.80,8,4,N,5.54,1,5.76,6.36,6.36
737,elbow,codo,4.59,1.28,4.26,1.56,5.28,1.72,4,2,N,7.5,17,5.63,5.57,4.27
819,intercourse,coito,7.26,2.20,7.58,1.78,6.07,2.35,5,2,N,4.82,4,4.3,6.3,6.25
342,rage,cólera,2.11,1.90,7.58,1.77,3.64,2.38,6,3,N,13.93,1,3.09,4,4.2
694,color,color,6.77,1.76,5.84,2.11,5.52,2.11,5,2,N,128.75,4,6.51,3.75,5.2
695,column,columna,4.71,1.57,4.14,1.74,5.29,1.87,7,3,N,37.5,0,5.86,5.09,6.61
77,comedy,comedia,7.71,1.46,6.33,1.99,5.62,1.95,7,3,N,21.43,1,5.6,4.59,4.87
136,eat,comer,7.18,1.48,5.53,1.94,5.82,1.94,5,2,V,86.96,3,6.9,5.49,6.29
514,food,comida,6.77,1.70,5.50,2.06,5.09,1.98,6,3,N,61.25,6,6.76,4.43,6
143,engaged,comprometido,6.23,1.98,5.47,1.89,6.38,1.94,12,5,V/A,8.04,1,UnAv,UnAv,UnAv
78,concentrate,concentrado,6.12,1.75,5.21,2.09,6.23,2.02,11,4,V/A,8.75,1,UnAv,UnAv,UnAv
54,bunny,conejito,6.46,1.52,4.88,2.23,5.03,1.91,8,4,N,0,0,UnAv,UnAv,UnAv
527,rabbit,conejo,6.18,1.50,5.02,1.88,4.81,2.05,6,3,N,6.61,2,6.02,6.36,6.02
457,trust,confianza,7.78,1.43,5.29,2.54,5.77,2.04,9,3,N,63.39,0,6.56,4.3,5.01
696,comfort,confort,8.04,1.27,3.56,2.42,6.63,1.59,7,2,N,0,0,UnAv,UnAv,UnAv
80,confused,confuso,2.78,1.44,5.78,1.94,3.28,1.88,7,3,A,11.79,2,UnAv,UnAv,UnAv
249,knowledge,conocimiento,7.73,1.48,6.29,2.08,7.22,1.72,12,5,N,113.04,0,6.03,2.56,1.64
437,thoughtful,considerado,6.99,1.62,4.77,1.98,5.07,2.20,11,5,V/A,29.64,1,UnAv,UnAv,UnAv
850,locker,consigna,4.79,1.53,4.69,1.48,4.89,1.53,8,3,N,8.04,0,3.94,4.38,3.68
81,consoled,consolado,5.54,1.94,4.49,1.92,5.06,1.81,9,4,V,0,1,UnAv,UnAv,UnAv
321,pollute,contaminar,1.58,1.13,6.56,1.85,4.60,2.57,10,4,V,0.54,0,UnAv,UnAv,UnAv
83,contents,contenido,5.21,1.80,4.27,2.15,4.63,1.99,9,4,V/A/N,64.82,2,5.91,3.31,3.89
84,context,contexto,5.00,1.26,4.89,1.20,5.01,1.60,8,3,N,24.29,1,5.05,3.16,2.88
79,confident,convencido,6.51,1.76,5.29,2.15,6.43,1.70,10,4,V/A,0,0,UnAv,UnAv,UnAv
754,flirt,coqueto,5.79,1.69,5.13,1.77,5.30,1.84,7,3,A/N,0.54,1,UnAv,UnAv,UnAv
787,heart,corazón,6.64,1.86,6.22,1.99,4.84,2.23,7,3,N,151.43,1,6.76,6.01,6.15
